,n_sim,n_p,n_p_f
5188,1297,2,2
5189,1297,3,1
5190,1297,5,1
5191,1297,6,2
5192,1298,2,1
5193,1298,3,2
5194,1298,5,1
5195,1298,6,1
5196,1299,2,2
5197,1299,3,3
5198,1299,5,2
5199,1299,6,1
5200,1300,-1,-1
5201,1300,3,2
5202,1300,5,1
5203,1300,6,1
5204,1301,2,2
5205,1301,3,2
5206,1301,5,1
5207,1301,6,1
5208,1302,2,1
5209,1302,3,1
5210,1302,5,1
5211,1302,6,2
5212,1303,-1,-1
5213,1303,3,1
5214,1303,5,1
5215,1303,6,1
5216,1304,2,2
5217,1304,3,2
5218,1304,5,2
5219,1304,6,2
5220,1305,2,2
5221,1305,3,1
5222,1305,5,2
5223,1305,6,1
5224,1306,2,2
5225,1306,3,1
5226,1306,5,1
5227,1306,6,1
5228,1307,2,1
5229,1307,3,1
5230,1307,5,2
5231,1307,6,1
5232,1308,2,1
5233,1308,3,1
5234,1308,5,2
5235,1308,6,1
5236,1309,2,2
5237,1309,3,2
5238,1309,5,2
5239,1309,6,1
5240,1310,2,1
5241,1310,3,2
5242,1310,5,2
5243,1310,6,2
5244,1311,2,1
5245,1311,3,1
5246,1311,5,1
5247,1311,6,2
5248,1312,2,1
5249,1312,3,1
5250,1312,5,2
5251,1312,6,2
5252,1313,2,1
5253,1313,3,1
5254,1313,5,2
5255,1313,6,1
5256,1314,2,1
5257,1314,3,1
5258,1314,5,1
5259,1314,6,1
5260,1315,2,2
5261,1315,3,2
5262,1315,5,1
5263,1315,6,1
5264,1316,2,1
5265,1316,3,1
5266,1316,5,1
5267,1316,6,2
5268,1317,2,1
5269,1317,3,1
5270,1317,5,1
5271,1317,6,2
5272,1318,2,1
5273,1318,3,1
5274,1318,5,1
5275,1318,6,1
5276,1319,2,1
5277,1319,3,1
5278,1319,5,2
5279,1319,6,1
5280,1320,2,1
5281,1320,3,2
5282,1320,5,2
5283,1320,6,2
5284,1321,2,1
5285,1321,3,2
5286,1321,5,2
5287,1321,6,2
5288,1322,2,2
5289,1322,3,2
5290,1322,5,2
5291,1322,6,2
5292,1323,2,2
5293,1323,3,2
5294,1323,5,1
5295,1323,6,2
5296,1324,2,1
5297,1324,3,2
5298,1324,5,2
5299,1324,6,2
5300,1325,2,1
5301,1325,3,1
5302,1325,5,2
5303,1325,6,2
5304,1326,2,1
5305,1326,3,1
5306,1326,5,1
5307,1326,6,2
5308,1327,2,1
5309,1327,3,1
5310,1327,5,2
5311,1327,6,1
5312,1328,2,1
5313,1328,3,1
5314,1328,5,2
5315,1328,6,1
5316,1329,2,2
5317,1329,3,2
5318,1329,5,1
5319,1329,6,1
5320,1330,2,1
5321,1330,3,1
5322,1330,5,1
5323,1330,6,1
5324,1331,2,2
5325,1331,3,1
5326,1331,5,1
5327,1331,6,2
5328,1332,2,1
5329,1332,3,1
5330,1332,5,2
5331,1332,6,2
5332,1333,2,2
5333,1333,3,1
5334,1333,5,1
5335,1333,6,1
5336,1334,2,2
5337,1334,3,1
5338,1334,5,2
5339,1334,6,1
5340,1335,2,2
5341,1335,3,1
5342,1335,5,1
5343,1335,6,1
5344,1336,2,2
5345,1336,3,1
5346,1336,5,2
5347,1336,6,2
5348,1337,2,1
5349,1337,3,1
5350,1337,5,1
5351,1337,6,2
5352,1338,2,1
5353,1338,3,2
5354,1338,5,1
5355,1338,6,1
5356,1339,2,2
5357,1339,3,1
5358,1339,5,2
5359,1339,6,1
5360,1340,2,1
5361,1340,3,1
5362,1340,5,1
5363,1340,6,2
5364,1341,2,1
5365,1341,3,1
5366,1341,5,1
5367,1341,6,1
5368,1342,2,2
5369,1342,3,2
5370,1342,5,1
5371,1342,6,1
5372,1343,2,2
5373,1343,3,1
5374,1343,5,1
5375,1343,6,2
5376,1344,2,1
5377,1344,3,2
5378,1344,5,2
5379,1344,6,2
5380,1345,2,1
5381,1345,3,1
5382,1345,5,1
5383,1345,6,1
5384,1346,2,1
5385,1346,3,2
5386,1346,5,1
5387,1346,6,1
5388,1347,2,2
5389,1347,3,1
5390,1347,-1,-1
5391,1347,6,2
5392,1348,2,1
5393,1348,3,1
5394,1348,5,2
5395,1348,6,1
5396,1349,2,1
5397,1349,3,2
5398,1349,5,1
5399,1349,6,2
5400,1350,2,2
5401,1350,3,2
5402,1350,5,1
5403,1350,6,2
5404,1351,2,2
5405,1351,3,2
5406,1351,5,2
5407,1351,6,2
5408,1352,2,1
5409,1352,3,2
5410,1352,5,2
5411,1352,6,1
5412,1353,2,1
5413,1353,3,1
5414,1353,5,1
5415,1353,6,2
5416,1354,2,1
5417,1354,3,1
5418,1354,5,2
5419,1354,6,1
5420,1355,2,2
5421,1355,3,1
5422,1355,5,1
5423,1355,6,1
5424,1356,2,1
5425,1356,3,2
5426,1356,5,2
5427,1356,6,1
5428,1357,2,1
5429,1357,3,2
5430,1357,5,1
5431,1357,6,2
5432,1358,2,2
5433,1358,3,1
5434,1358,5,1
5435,1358,6,1
5436,1359,2,1
5437,1359,3,1
5438,1359,5,1
5439,1359,6,2
5440,1360,2,2
5441,1360,3,1
5442,1360,5,2
5443,1360,6,3
5444,1361,2,1
5445,1361,3,1
5446,1361,5,2
5447,1361,6,1
5448,1362,2,1
5449,1362,3,1
5450,1362,5,1
5451,1362,6,1
5452,1363,2,1
5453,1363,3,1
5454,1363,5,2
5455,1363,6,1
5456,1364,2,1
5457,1364,3,2
5458,1364,5,2
5459,1364,6,1
5460,1365,2,1
5461,1365,3,2
5462,1365,5,1
5463,1365,6,2
5464,1366,2,2
5465,1366,3,2
5466,1366,5,1
5467,1366,6,2
5468,1367,2,1
5469,1367,3,2
5470,1367,5,2
5471,1367,6,2
5472,1368,2,2
5473,1368,3,1
5474,1368,5,1
5475,1368,6,2
5476,1369,2,2
5477,1369,3,2
5478,1369,5,2
5479,1369,6,2
5480,1370,2,2
5481,1370,3,2
5482,1370,5,1
5483,1370,6,2
5484,1371,2,1
5485,1371,3,1
5486,1371,5,1
5487,1371,6,2
5488,1372,2,1
5489,1372,3,1
5490,1372,5,2
5491,1372,6,1
5492,1373,2,1
5493,1373,3,2
5494,1373,5,1
5495,1373,6,1
5496,1374,2,1
5497,1374,3,1
5498,1374,5,1
5499,1374,6,2
5500,1375,2,1
5501,1375,3,1
5502,1375,5,2
5503,1375,6,2
5504,1376,2,2
5505,1376,3,2
5506,1376,5,1
5507,1376,6,1
5508,1377,2,1
5509,1377,3,1
5510,1377,5,2
5511,1377,6,2
5512,1378,2,1
5513,1378,3,1
5514,1378,5,2
5515,1378,6,2
5516,1379,2,1
5517,1379,3,2
5518,1379,5,1
5519,1379,6,1
5520,1380,2,1
5521,1380,3,2
5522,1380,5,1
5523,1380,6,2
5524,1381,2,2
5525,1381,3,1
5526,1381,5,2
5527,1381,6,1
5528,1382,2,2
5529,1382,3,1
5530,1382,5,2
5531,1382,6,2
5532,1383,2,2
5533,1383,3,2
5534,1383,5,1
5535,1383,6,1
5536,1384,2,1
5537,1384,3,1
5538,1384,5,1
5539,1384,6,1
5540,1385,2,1
5541,1385,3,2
5542,1385,5,2
5543,1385,6,2
5544,1386,2,2
5545,1386,3,2
5546,1386,5,1
5547,1386,6,1
5548,1387,2,1
5549,1387,3,1
5550,1387,5,2
5551,1387,6,2
5552,1388,2,1
5553,1388,3,1
5554,1388,5,1
5555,1388,6,1
5556,1389,2,2
5557,1389,3,1
5558,1389,5,1
5559,1389,6,2
5560,1390,2,1
5561,1390,3,1
5562,1390,5,2
5563,1390,6,1
5564,1391,2,1
5565,1391,3,2
5566,1391,5,2
5567,1391,6,2
5568,1392,2,2
5569,1392,3,2
5570,1392,5,2
5571,1392,6,1
5572,1393,2,1
5573,1393,3,2
5574,1393,5,2
5575,1393,6,1
5576,1394,2,1
5577,1394,3,1
5578,1394,5,1
5579,1394,6,1
5580,1395,2,1
5581,1395,3,1
5582,1395,5,1
5583,1395,6,2
5584,1396,2,2
5585,1396,3,1
5586,1396,5,2
5587,1396,6,1
5588,1397,2,1
5589,1397,3,2
5590,1397,5,2
5591,1397,6,1
5592,1398,2,2
5593,1398,3,1
5594,1398,5,2
5595,1398,6,1
5596,1399,2,2
5597,1399,3,2
5598,1399,5,1
5599,1399,6,1
5600,1400,2,2
5601,1400,3,2
5602,1400,5,2
5603,1400,6,2
5604,1401,2,1
5605,1401,3,1
5606,1401,5,2
5607,1401,6,1
5608,1402,2,1
5609,1402,3,1
5610,1402,5,1
5611,1402,6,1
5612,1403,2,2
5613,1403,3,2
5614,1403,5,1
5615,1403,6,1
5616,1404,2,1
5617,1404,3,1
5618,1404,5,1
5619,1404,6,2
5620,1405,2,1
5621,1405,3,2
5622,1405,5,2
5623,1405,6,2
5624,1406,2,2
5625,1406,3,2
5626,1406,5,1
5627,1406,6,1
5628,1407,2,1
5629,1407,3,1
5630,1407,5,1
5631,1407,6,2
5632,1408,2,1
5633,1408,3,1
5634,1408,5,1
5635,1408,-1,-1
5636,1409,2,2
5637,1409,3,1
5638,1409,5,2
5639,1409,6,2
5640,1410,2,2
5641,1410,3,1
5642,1410,5,1
5643,1410,6,2
5644,1411,2,1
5645,1411,3,2
5646,1411,5,2
5647,1411,6,1
5648,1412,2,2
5649,1412,3,1
5650,1412,5,2
5651,1412,6,2
5652,1413,2,1
5653,1413,3,2
5654,1413,5,1
5655,1413,6,1
5656,1414,2,1
5657,1414,3,2
5658,1414,5,1
5659,1414,6,2
5660,1415,2,1
5661,1415,3,1
5662,1415,5,1
5663,1415,6,1
5664,1416,2,1
5665,1416,3,1
5666,1416,5,1
5667,1416,6,2
5668,1417,2,1
5669,1417,3,2
5670,1417,5,2
5671,1417,6,1
5672,1418,2,1
5673,1418,3,2
5674,1418,5,2
5675,1418,6,1
5676,1419,2,1
5677,1419,3,2
5678,1419,5,1
5679,1419,6,1
5680,1420,2,1
5681,1420,3,1
5682,1420,5,1
5683,1420,6,2
5684,1421,2,2
5685,1421,3,2
5686,1421,5,2
5687,1421,6,1
5688,1422,2,1
5689,1422,3,2
5690,1422,5,1
5691,1422,6,1
5692,1423,2,2
5693,1423,3,2
5694,1423,5,2
5695,1423,6,2
5696,1424,2,2
5697,1424,3,2
5698,1424,5,2
5699,1424,6,2
5700,1425,2,1
5701,1425,3,1
5702,1425,5,2
5703,1425,6,1
5704,1426,2,1
5705,1426,3,2
5706,1426,5,2
5707,1426,6,1
5708,1427,2,1
5709,1427,3,2
5710,1427,5,2
5711,1427,6,1
5712,1428,2,1
5713,1428,3,2
5714,1428,5,1
5715,1428,6,1
5716,1429,2,1
5717,1429,3,1
5718,1429,5,2
5719,1429,6,2
5720,1430,2,1
5721,1430,3,1
5722,1430,5,2
5723,1430,6,2
5724,1431,2,1
5725,1431,3,1
5726,1431,5,2
5727,1431,6,2
5728,1432,2,2
5729,1432,3,1
5730,1432,5,1
5731,1432,6,1
5732,1433,2,2
5733,1433,3,1
5734,1433,5,1
5735,1433,6,1
5736,1434,2,1
5737,1434,3,2
5738,1434,5,2
5739,1434,6,2
5740,1435,2,1
5741,1435,3,1
5742,1435,5,2
5743,1435,6,2
5744,1436,2,1
5745,1436,3,2
5746,1436,5,1
5747,1436,6,2
5748,1437,2,2
5749,1437,3,1
5750,1437,5,2
5751,1437,6,2
5752,1438,2,1
5753,1438,3,1
5754,1438,5,3
5755,1438,6,1
5756,1439,2,1
5757,1439,3,2
5758,1439,5,1
5759,1439,6,2
5760,1440,2,1
5761,1440,3,1
5762,1440,5,1
5763,1440,6,2
5764,1441,2,2
5765,1441,3,2
5766,1441,5,2
5767,1441,6,1
5768,1442,2,2
5769,1442,3,1
5770,1442,5,1
5771,1442,6,2
5772,1443,2,2
5773,1443,3,2
5774,1443,5,1
5775,1443,6,2
5776,1444,2,2
5777,1444,3,1
5778,1444,5,1
5779,1444,6,1
5780,1445,2,1
5781,1445,3,2
5782,1445,5,1
5783,1445,6,2
5784,1446,2,2
5785,1446,3,2
5786,1446,5,2
5787,1446,6,2
5788,1447,2,1
5789,1447,3,2
5790,1447,5,1
5791,1447,6,1
5792,1448,2,2
5793,1448,3,1
5794,1448,5,1
5795,1448,6,1
5796,1449,2,2
5797,1449,3,1
5798,1449,5,1
5799,1449,6,2
5800,1450,2,1
5801,1450,3,1
5802,1450,5,1
5803,1450,6,2
5804,1451,2,1
5805,1451,3,1
5806,1451,5,1
5807,1451,6,2
5808,1452,2,2
5809,1452,3,1
5810,1452,5,1
5811,1452,6,2
5812,1453,2,2
5813,1453,3,2
5814,1453,5,2
5815,1453,6,1
5816,1454,2,2
5817,1454,3,1
5818,1454,5,2
5819,1454,6,1
5820,1455,2,2
5821,1455,3,1
5822,1455,5,1
5823,1455,6,1
5824,1456,2,2
5825,1456,3,1
5826,1456,5,1
5827,1456,6,1
5828,1457,2,2
5829,1457,3,3
5830,1457,5,1
5831,1457,6,1
5832,1458,2,1
5833,1458,3,2
5834,1458,5,1
5835,1458,6,1
5836,1459,2,1
5837,1459,3,2
5838,1459,5,2
5839,1459,6,1
5840,1460,2,1
5841,1460,3,2
5842,1460,5,2
5843,1460,6,2
5844,1461,2,1
5845,1461,3,1
5846,1461,5,1
5847,1461,6,2
5848,1462,2,1
5849,1462,3,2
5850,1462,5,2
5851,1462,6,2
5852,1463,2,2
5853,1463,3,1
5854,1463,5,1
5855,1463,6,2
5856,1464,2,2
5857,1464,3,2
5858,1464,5,1
5859,1464,6,2
5860,1465,2,1
5861,1465,3,2
5862,1465,5,1
5863,1465,6,1
5864,1466,2,1
5865,1466,3,2
5866,1466,5,2
5867,1466,6,2
5868,1467,2,2
5869,1467,3,2
5870,1467,5,2
5871,1467,6,2
5872,1468,2,2
5873,1468,3,2
5874,1468,5,2
5875,1468,-1,-1
5876,1469,2,1
5877,1469,3,2
5878,1469,5,1
5879,1469,6,2
5880,1470,2,2
5881,1470,3,2
5882,1470,5,2
5883,1470,6,1
5884,1471,2,1
5885,1471,3,1
5886,1471,5,1
5887,1471,6,1
5888,1472,2,2
5889,1472,3,1
5890,1472,5,1
5891,1472,6,2
5892,1473,2,2
5893,1473,3,1
5894,1473,5,2
5895,1473,6,2
5896,1474,2,1
5897,1474,3,1
5898,1474,5,2
5899,1474,6,1
5900,1475,2,2
5901,1475,3,1
5902,1475,-1,-1
5903,1475,6,2
5904,1476,2,2
5905,1476,3,2
5906,1476,5,1
5907,1476,6,1
5908,1477,2,2
5909,1477,3,2
5910,1477,5,2
5911,1477,6,2
5912,1478,2,1
5913,1478,3,2
5914,1478,5,1
5915,1478,6,1
5916,1479,-1,-1
5917,1479,3,2
5918,1479,5,1
5919,1479,6,2
5920,1480,2,1
5921,1480,3,1
5922,1480,5,1
5923,1480,6,2
5924,1481,2,1
5925,1481,3,2
5926,1481,5,1
5927,1481,6,2
5928,1482,2,2
5929,1482,3,2
5930,1482,5,1
5931,1482,6,1
5932,1483,2,2
5933,1483,3,2
5934,1483,5,2
5935,1483,6,1
5936,1484,2,1
5937,1484,3,1
5938,1484,5,1
5939,1484,6,3
5940,1485,2,2
5941,1485,3,1
5942,1485,5,2
5943,1485,6,1
5944,1486,2,1
5945,1486,3,2
5946,1486,5,1
5947,1486,6,1
5948,1487,2,1
5949,1487,3,2
5950,1487,5,1
5951,1487,6,1
5952,1488,2,1
5953,1488,3,2
5954,1488,5,2
5955,1488,6,2
5956,1489,2,2
5957,1489,3,2
5958,1489,5,1
5959,1489,6,1
5960,1490,2,1
5961,1490,3,2
5962,1490,5,2
5963,1490,6,1
5964,1491,2,1
5965,1491,3,1
5966,1491,-1,-1
5967,1491,6,1
5968,1492,2,2
5969,1492,3,1
5970,1492,5,1
5971,1492,6,2
5972,1493,2,1
5973,1493,3,1
5974,1493,5,1
5975,1493,6,2
5976,1494,2,2
5977,1494,3,2
5978,1494,5,1
5979,1494,6,2
5980,1495,2,1
5981,1495,-1,-1
5982,1495,5,1
5983,1495,6,1
5984,1496,2,2
5985,1496,3,2
5986,1496,5,1
5987,1496,6,2
5988,1497,2,1
5989,1497,3,2
5990,1497,5,3
5991,1497,6,2
5992,1498,2,2
5993,1498,3,1
5994,1498,5,1
5995,1498,6,2
5996,1499,2,2
5997,1499,3,1
5998,1499,5,2
5999,1499,6,2
6000,1500,2,2
6001,1500,3,1
6002,1500,5,2
6003,1500,6,1
6004,1501,2,1
6005,1501,3,1
6006,1501,5,2
6007,1501,6,2
6008,1502,2,1
6009,1502,3,2
6010,1502,5,1
6011,1502,6,1
6012,1503,2,2
6013,1503,-1,-1
6014,1503,5,2
6015,1503,6,2
6016,1504,2,1
6017,1504,3,2
6018,1504,5,2
6019,1504,6,1
6020,1505,2,1
6021,1505,3,2
6022,1505,5,2
6023,1505,6,1
6024,1506,2,1
6025,1506,3,2
6026,1506,5,2
6027,1506,6,2
6028,1507,2,1
6029,1507,3,2
6030,1507,5,1
6031,1507,6,2
6032,1508,2,2
6033,1508,3,1
6034,1508,5,1
6035,1508,6,1
6036,1509,2,1
6037,1509,3,1
6038,1509,5,1
6039,1509,6,1
6040,1510,2,2
6041,1510,3,2
6042,1510,5,2
6043,1510,6,2
6044,1511,2,2
6045,1511,3,2
6046,1511,5,2
6047,1511,6,1
6048,1512,2,2
6049,1512,3,2
6050,1512,5,2
6051,1512,6,1
6052,1513,2,2
6053,1513,3,1
6054,1513,5,1
6055,1513,6,1
6056,1514,2,2
6057,1514,3,2
6058,1514,5,1
6059,1514,-1,-1
6060,1515,2,2
6061,1515,3,1
6062,1515,5,1
6063,1515,6,2
6064,1516,2,2
6065,1516,3,1
6066,1516,5,1
6067,1516,6,2
6068,1517,2,2
6069,1517,3,1
6070,1517,5,2
6071,1517,6,1
6072,1518,2,1
6073,1518,3,2
6074,1518,5,2
6075,1518,6,1
6076,1519,2,1
6077,1519,3,2
6078,1519,5,1
6079,1519,6,1
6080,1520,2,1
6081,1520,3,1
6082,1520,5,1
6083,1520,6,1
6084,1521,2,2
6085,1521,3,2
6086,1521,5,2
6087,1521,6,1
6088,1522,2,1
6089,1522,3,1
6090,1522,5,1
6091,1522,6,1
6092,1523,2,1
6093,1523,3,2
6094,1523,5,1
6095,1523,6,1
6096,1524,2,1
6097,1524,3,2
6098,1524,5,1
6099,1524,6,2
6100,1525,2,2
6101,1525,3,2
6102,1525,5,2
6103,1525,6,2
6104,1526,2,2
6105,1526,3,2
6106,1526,5,1
6107,1526,6,1
6108,1527,2,1
6109,1527,3,1
6110,1527,5,1
6111,1527,6,1
6112,1528,2,1
6113,1528,3,2
6114,1528,5,2
6115,1528,6,1
6116,1529,2,1
6117,1529,3,2
6118,1529,5,2
6119,1529,6,1
6120,1530,2,1
6121,1530,3,2
6122,1530,5,1
6123,1530,6,1
6124,1531,2,1
6125,1531,3,2
6126,1531,5,2
6127,1531,6,1
6128,1532,2,1
6129,1532,3,1
6130,1532,5,2
6131,1532,6,1
6132,1533,2,1
6133,1533,3,2
6134,1533,5,2
6135,1533,6,1
6136,1534,2,1
6137,1534,3,2
6138,1534,5,2
6139,1534,6,1
6140,1535,2,1
6141,1535,3,1
6142,1535,5,1
6143,1535,6,1
6144,1536,2,1
6145,1536,3,2
6146,1536,5,2
6147,1536,6,1
6148,1537,2,1
6149,1537,3,1
6150,1537,5,1
6151,1537,6,2
6152,1538,2,2
6153,1538,3,2
6154,1538,5,2
6155,1538,6,1
6156,1539,2,1
6157,1539,3,2
6158,1539,5,1
6159,1539,6,2
6160,1540,2,1
6161,1540,3,1
6162,1540,5,1
6163,1540,6,2
6164,1541,2,2
6165,1541,3,1
6166,1541,5,2
6167,1541,6,1
6168,1542,2,1
6169,1542,3,2
6170,1542,5,2
6171,1542,6,1
6172,1543,2,2
6173,1543,3,2
6174,1543,5,1
6175,1543,6,1
6176,1544,2,1
6177,1544,3,1
6178,1544,5,2
6179,1544,6,2
6180,1545,2,2
6181,1545,3,2
6182,1545,5,1
6183,1545,6,1
6184,1546,2,1
6185,1546,3,1
6186,1546,5,1
6187,1546,6,1
6188,1547,2,1
6189,1547,3,2
6190,1547,5,2
6191,1547,6,1
6192,1548,2,1
6193,1548,3,1
6194,1548,5,1
6195,1548,6,1
6196,1549,2,1
6197,1549,3,1
6198,1549,5,1
6199,1549,6,1
6200,1550,2,2
6201,1550,3,2
6202,1550,5,1
6203,1550,6,1
6204,1551,2,1
6205,1551,3,1
6206,1551,5,1
6207,1551,6,2
6208,1552,2,2
6209,1552,3,1
6210,1552,5,2
6211,1552,6,2
6212,1553,2,1
6213,1553,3,1
6214,1553,5,1
6215,1553,6,1
6216,1554,2,1
6217,1554,3,1
6218,1554,5,2
6219,1554,6,1
6220,1555,2,2
6221,1555,3,2
6222,1555,5,1
6223,1555,6,1
6224,1556,2,2
6225,1556,3,2
6226,1556,5,1
6227,1556,6,2
6228,1557,2,2
6229,1557,3,1
6230,1557,5,1
6231,1557,6,2
6232,1558,2,2
6233,1558,3,1
6234,1558,5,1
6235,1558,6,2
6236,1559,2,2
6237,1559,3,2
6238,1559,5,1
6239,1559,6,1
6240,1560,2,2
6241,1560,3,1
6242,1560,5,2
6243,1560,6,2
6244,1561,2,2
6245,1561,3,2
6246,1561,5,2
6247,1561,6,2
6248,1562,2,1
6249,1562,3,2
6250,1562,5,2
6251,1562,6,1
6252,1563,2,1
6253,1563,3,1
6254,1563,5,3
6255,1563,6,2
6256,1564,2,2
6257,1564,3,1
6258,1564,5,1
6259,1564,6,1
6260,1565,2,1
6261,1565,3,2
6262,1565,5,1
6263,1565,6,1
6264,1566,2,1
6265,1566,3,2
6266,1566,5,2
6267,1566,6,1
6268,1567,2,2
6269,1567,3,2
6270,1567,5,2
6271,1567,6,2
6272,1568,2,2
6273,1568,3,1
6274,1568,5,1
6275,1568,6,2
6276,1569,2,1
6277,1569,3,1
6278,1569,5,2
6279,1569,6,1
6280,1570,2,2
6281,1570,3,2
6282,1570,5,1
6283,1570,6,2
6284,1571,2,1
6285,1571,3,1
6286,1571,5,2
6287,1571,6,2
6288,1572,2,1
6289,1572,3,1
6290,1572,5,1
6291,1572,6,2
6292,1573,2,1
6293,1573,3,1
6294,1573,5,1
6295,1573,6,2
6296,1574,2,1
6297,1574,3,1
6298,1574,5,1
6299,1574,6,1
6300,1575,2,2
6301,1575,3,2
6302,1575,5,1
6303,1575,6,1
6304,1576,2,1
6305,1576,3,1
6306,1576,5,2
6307,1576,6,1
6308,1577,2,1
6309,1577,3,1
6310,1577,5,1
6311,1577,6,2
6312,1578,2,1
6313,1578,3,1
6314,1578,5,1
6315,1578,6,1
6316,1579,2,2
6317,1579,3,1
6318,1579,5,1
6319,1579,6,2
6320,1580,2,2
6321,1580,3,2
6322,1580,5,1
6323,1580,6,2
6324,1581,2,1
6325,1581,3,1
6326,1581,5,2
6327,1581,6,1
6328,1582,2,2
6329,1582,3,2
6330,1582,5,1
6331,1582,6,1
6332,1583,2,1
6333,1583,3,2
6334,1583,5,2
6335,1583,6,1
6336,1584,2,1
6337,1584,3,1
6338,1584,5,2
6339,1584,6,1
6340,1585,2,1
6341,1585,3,1
6342,1585,5,2
6343,1585,6,1
6344,1586,2,1
6345,1586,3,2
6346,1586,5,2
6347,1586,6,2
6348,1587,2,1
6349,1587,3,1
6350,1587,5,3
6351,1587,6,1
6352,1588,2,1
6353,1588,3,2
6354,1588,-1,-1
6355,1588,6,2
6356,1589,2,2
6357,1589,3,2
6358,1589,5,1
6359,1589,6,1
6360,1590,2,1
6361,1590,3,1
6362,1590,5,1
6363,1590,6,1
6364,1591,2,2
6365,1591,3,1
6366,1591,5,2
6367,1591,6,2
6368,1592,2,2
6369,1592,3,1
6370,1592,5,1
6371,1592,6,1
6372,1593,2,2
6373,1593,3,1
6374,1593,5,2
6375,1593,6,2
6376,1594,2,1
6377,1594,3,2
6378,1594,5,2
6379,1594,6,1
6380,1595,2,2
6381,1595,3,1
6382,1595,5,1
6383,1595,6,2
6384,1596,2,1
6385,1596,3,1
6386,1596,5,2
6387,1596,6,1
6388,1597,2,1
6389,1597,3,1
6390,1597,5,1
6391,1597,6,1
6392,1598,2,2
6393,1598,3,1
6394,1598,5,2
6395,1598,6,2
6396,1599,2,1
6397,1599,3,2
6398,1599,5,1
6399,1599,6,2
6400,1600,2,2
6401,1600,3,1
6402,1600,5,1
6403,1600,6,1
6404,1601,-1,-1
6405,1601,3,2
6406,1601,5,1
6407,1601,6,2
6408,1602,2,2
6409,1602,3,2
6410,1602,5,2
6411,1602,6,2
6412,1603,2,2
6413,1603,3,1
6414,1603,5,1
6415,1603,6,1
6416,1604,2,2
6417,1604,3,1
6418,1604,5,1
6419,1604,6,2
6420,1605,2,1
6421,1605,-1,-1
6422,1605,5,2
6423,1605,6,1
6424,1606,2,1
6425,1606,3,2
6426,1606,5,1
6427,1606,6,1
6428,1607,2,1
6429,1607,3,2
6430,1607,5,2
6431,1607,6,2
6432,1608,2,1
6433,1608,3,2
6434,1608,5,1
6435,1608,6,1
6436,1609,2,1
6437,1609,3,1
6438,1609,5,2
6439,1609,6,2
6440,1610,2,2
6441,1610,3,1
6442,1610,5,2
6443,1610,6,1
6444,1611,2,1
6445,1611,3,2
6446,1611,5,3
6447,1611,6,2
6448,1612,2,2
6449,1612,3,2
6450,1612,5,2
6451,1612,6,1
6452,1613,2,1
6453,1613,3,2
6454,1613,5,1
6455,1613,6,2
6456,1614,2,1
6457,1614,3,1
6458,1614,5,1
6459,1614,6,2
6460,1615,2,2
6461,1615,3,2
6462,1615,5,2
6463,1615,6,2
6464,1616,2,2
6465,1616,3,1
6466,1616,5,2
6467,1616,6,2
6468,1617,2,1
6469,1617,3,1
6470,1617,5,1
6471,1617,6,1
6472,1618,2,2
6473,1618,3,1
6474,1618,5,2
6475,1618,6,1
6476,1619,2,2
6477,1619,3,2
6478,1619,5,1
6479,1619,6,2
6480,1620,-1,-1
6481,1620,3,1
6482,1620,5,2
6483,1620,6,2
6484,1621,2,2
6485,1621,3,2
6486,1621,5,1
6487,1621,6,2
6488,1622,2,1
6489,1622,3,2
6490,1622,5,1
6491,1622,6,1
6492,1623,2,2
6493,1623,3,1
6494,1623,5,1
6495,1623,6,1
6496,1624,2,2
6497,1624,3,2
6498,1624,5,2
6499,1624,6,1
6500,1625,2,1
6501,1625,3,3
6502,1625,5,1
6503,1625,6,2
6504,1626,2,1
6505,1626,3,2
6506,1626,5,2
6507,1626,6,2
6508,1627,2,1
6509,1627,3,1
6510,1627,5,1
6511,1627,6,1
6512,1628,2,2
6513,1628,3,2
6514,1628,5,2
6515,1628,6,1
6516,1629,2,1
6517,1629,3,2
6518,1629,5,1
6519,1629,6,2
6520,1630,2,2
6521,1630,3,1
6522,1630,5,1
6523,1630,6,1
6524,1631,2,1
6525,1631,3,1
6526,1631,5,2
6527,1631,6,1
6528,1632,2,1
6529,1632,3,2
6530,1632,5,1
6531,1632,6,1
6532,1633,2,2
6533,1633,3,1
6534,1633,5,2
6535,1633,6,2
6536,1634,2,1
6537,1634,3,1
6538,1634,5,1
6539,1634,6,1
6540,1635,2,2
6541,1635,3,1
6542,1635,5,2
6543,1635,6,1
6544,1636,2,1
6545,1636,3,1
6546,1636,5,1
6547,1636,6,1
6548,1637,2,1
6549,1637,3,2
6550,1637,5,2
6551,1637,6,1
6552,1638,2,1
6553,1638,3,1
6554,1638,5,1
6555,1638,6,2
6556,1639,2,1
6557,1639,3,1
6558,1639,5,1
6559,1639,6,2
6560,1640,2,2
6561,1640,3,1
6562,1640,5,2
6563,1640,6,1
6564,1641,2,2
6565,1641,3,1
6566,1641,5,2
6567,1641,6,1
6568,1642,2,1
6569,1642,3,1
6570,1642,5,2
6571,1642,6,2
6572,1643,2,1
6573,1643,3,1
6574,1643,5,2
6575,1643,6,1
6576,1644,2,2
6577,1644,3,1
6578,1644,5,2
6579,1644,6,1
6580,1645,2,1
6581,1645,3,2
6582,1645,5,2
